#File Generated by kernel at: Thu Dec 26 11:02:30 2024
#Time,X_true,Y_true,Theta_true,X,Y,Theta,
86.5,41.3798,2.48744,-0.392699,41.3798,2.48744,-0.392699
87,41.6108,2.39177,-0.392699,41.6108,2.39177,-0.392699
87.5,41.8418,2.2961,-0.392699,41.8418,2.2961,-0.392699
88,42.0727,2.20043,-0.392699,42.0727,2.20043,-0.392699
88.5,42.3037,2.10476,-0.392699,42.3037,2.10476,-0.392699
89,42.5347,2.00909,-0.392699,42.5347,2.00909,-0.392699
89.5,42.7657,1.91342,-0.392699,42.7657,1.91342,-0.392699
90,42.9966,1.81775,-0.392699,42.9966,1.81775,-0.392699
90.5,43.2276,1.72208,-0.392699,43.2276,1.72208,-0.392699
91,43.4586,1.6264,-0.392699,43.4586,1.6264,-0.392699
91.5,43.6895,1.53073,-0.392699,43.6895,1.53073,-0.392699
92,43.9205,1.43506,-0.392699,43.9205,1.43506,-0.392699
92.5,44.1515,1.33939,-0.392699,44.1515,1.33939,-0.392699
93,44.3824,1.24372,-0.392699,44.3824,1.24372,-0.392699
93.5,44.6134,1.14805,-0.392699,44.6134,1.14805,-0.392699
94,44.8444,1.05238,-0.392699,44.8444,1.05238,-0.392699
94.5,45.0753,0.956709,-0.392699,45.0753,0.956709,-0.392699
95,45.3063,0.861038,-0.392699,45.3063,0.861038,-0.392699
95.5,45.5373,0.765367,-0.392699,45.5373,0.765367,-0.392699
96,45.7683,0.669696,-0.392699,45.7683,0.669696,-0.392699
96.5,45.9992,0.574025,-0.392699,45.9992,0.574025,-0.392699
97,46.2302,0.478354,-0.392699,46.2302,0.478354,-0.392699
97.5,46.4612,0.382683,-0.392699,46.4612,0.382683,-0.392699
98,46.6921,0.287013,-0.392699,46.6921,0.287013,-0.392699
98.5,46.9231,0.191342,-0.392699,46.9231,0.191342,-0.392699
99,47.1541,0.0956709,-0.392699,47.1541,0.0956709,-0.392699
99.5,47.385,1.38778e-16,-0.392699,47.385,1.38778e-16,-0.392699
100,47.616,-0.0956709,-0.392699,47.616,-0.0956709,-0.392699
100.5,47.847,-0.191342,-0.392699,47.847,-0.191342,-0.392699
101,48.078,-0.287013,-0.392699,48.078,-0.287013,-0.392699
101.5,48.3089,-0.382683,-0.392699,48.3089,-0.382683,-0.392699
102,48.5399,-0.478354,-0.392699,48.5399,-0.478354,-0.392699
102.5,48.7709,-0.574025,-0.392699,48.7709,-0.574025,-0.392699
103,49.0018,-0.669696,-0.392699,49.0018,-0.669696,-0.392699
103.5,49.2328,-0.765367,-0.392699,49.2328,-0.765367,-0.392699
104,49.4638,-0.861038,-0.392699,49.4638,-0.861038,-0.392699
104.5,49.6947,-0.956709,-0.392699,49.6947,-0.956709,-0.392699
105,49.9257,-1.05238,-0.392699,49.9257,-1.05238,-0.392699
105.5,50.1567,-1.14805,-0.392699,50.1567,-1.14805,-0.392699
106,50.3877,-1.24372,-0.392699,50.3877,-1.24372,-0.392699
106.5,50.6186,-1.33939,-0.392699,50.6186,-1.33939,-0.392699
107,50.8496,-1.43506,-0.392699,50.8496,-1.43506,-0.392699
107.5,51.0806,-1.53073,-0.392699,51.0806,-1.53073,-0.392699
108,51.3115,-1.6264,-0.392699,51.3115,-1.6264,-0.392699
108.5,51.5425,-1.72208,-0.392699,51.5425,-1.72208,-0.392699
109,51.7735,-1.81775,-0.392699,51.7735,-1.81775,-0.392699
109.5,52.0044,-1.91342,-0.392699,52.0044,-1.91342,-0.392699
110,52.2354,-2.00909,-0.392699,52.2354,-2.00909,-0.392699
110.5,52.4664,-2.10476,-0.392699,52.4664,-2.10476,-0.392699
111,52.6974,-2.20043,-0.392699,52.6974,-2.20043,-0.392699
111.5,52.9283,-2.2961,-0.392699,52.9283,-2.2961,-0.392699
112,53.1593,-2.39177,-0.392699,53.1593,-2.39177,-0.392699
112.5,53.3903,-2.48744,-0.392699,53.3903,-2.48744,-0.392699
113,53.6212,-2.58311,-0.392699,53.6212,-2.58311,-0.392699
113.5,53.8522,-2.67878,-0.392699,53.8522,-2.67878,-0.392699
114,54.0832,-2.77445,-0.392699,54.0832,-2.77445,-0.392699
114.5,54.3141,-2.87013,-0.392699,54.3141,-2.87013,-0.392699
115,54.5451,-2.9658,-0.392699,54.5451,-2.9658,-0.392699
115.5,54.7761,-3.06147,-0.392699,54.7761,-3.06147,-0.392699
116,55.0071,-3.15714,-0.392699,55.0071,-3.15714,-0.392699
116.5,55.238,-3.25281,-0.392699,55.238,-3.25281,-0.392699
117,55.469,-3.34848,-0.392699,55.469,-3.34848,-0.392699
117.5,55.7,-3.44415,-0.392699,55.7,-3.44415,-0.392699
118,55.9309,-3.53982,-0.392699,55.9309,-3.53982,-0.392699
118.5,56.1619,-3.63549,-0.392699,56.1619,-3.63549,-0.392699
119,56.3929,-3.73116,-0.392699,56.3929,-3.73116,-0.392699
119.5,56.6238,-3.82683,-0.392699,56.6238,-3.82683,-0.392699
120,56.8548,-3.92251,-0.392699,56.8548,-3.92251,-0.392699
120.5,57.0858,-4.01818,-0.392699,57.0858,-4.01818,-0.392699
121,57.3168,-4.11385,-0.392699,57.3168,-4.11385,-0.392699
121.5,57.5477,-4.20952,-0.392699,57.5477,-4.20952,-0.392699
122,57.7787,-4.30519,-0.392699,57.7787,-4.30519,-0.392699
122.5,58.0097,-4.40086,-0.392699,58.0097,-4.40086,-0.392699
123,58.2406,-4.49653,-0.392699,58.2406,-4.49653,-0.392699
123.5,58.4716,-4.5922,-0.392699,58.4716,-4.5922,-0.392699
124,58.7026,-4.68787,-0.392699,58.7026,-4.68787,-0.392699
124.5,58.9335,-4.78354,-0.392699,58.9335,-4.78354,-0.392699
125,59.1645,-4.87921,-0.392699,59.1645,-4.87921,-0.392699
125.5,59.3955,-4.97488,-0.392699,59.3955,-4.97488,-0.392699
126,59.6265,-5.07056,-0.392699,59.6265,-5.07056,-0.392699
126.5,59.8574,-5.16623,-0.392699,59.8574,-5.16623,-0.392699
127,60.0884,-5.2619,-0.392699,60.0884,-5.2619,-0.392699
127.5,60.3194,-5.35757,-0.392699,60.3194,-5.35757,-0.392699
128,60.5503,-5.45324,-0.392699,60.5503,-5.45324,-0.392699
128.5,60.7813,-5.54891,-0.392699,60.7813,-5.54891,-0.392699
129,61.0123,-5.64458,-0.392699,61.0123,-5.64458,-0.392699
129.5,61.2432,-5.74025,-0.392699,61.2432,-5.74025,-0.392699
130,61.4742,-5.83592,-0.392699,61.4742,-5.83592,-0.392699
130.5,61.7052,-5.93159,-0.392699,61.7052,-5.93159,-0.392699
131,61.9362,-6.02726,-0.392699,61.9362,-6.02726,-0.392699
131.5,62.1671,-6.12293,-0.392699,62.1671,-6.12293,-0.392699
132,62.3981,-6.21861,-0.392699,62.3981,-6.21861,-0.392699
132.5,62.6291,-6.31428,-0.392699,62.6291,-6.31428,-0.392699
133,62.86,-6.40995,-0.392699,62.86,-6.40995,-0.392699
133.5,63.091,-6.50562,-0.392699,63.091,-6.50562,-0.392699
134,63.322,-6.60129,-0.392699,63.322,-6.60129,-0.392699
134.5,63.5529,-6.69696,-0.392699,63.5529,-6.69696,-0.392699
135,63.7839,-6.79263,-0.392699,63.7839,-6.79263,-0.392699
135.5,64.0149,-6.8883,-0.392699,64.0149,-6.8883,-0.392699
136,64.2459,-6.98397,-0.392699,64.2459,-6.98397,-0.392699
136.5,64.4768,-7.07964,-0.392699,64.4768,-7.07964,-0.392699
137,64.7078,-7.17531,-0.392699,64.7078,-7.17531,-0.392699
137.5,64.9388,-7.27099,-0.392699,64.9388,-7.27099,-0.392699
138,65.1697,-7.36666,-0.392699,65.1697,-7.36666,-0.392699
138.5,65.4007,-7.46233,-0.392699,65.4007,-7.46233,-0.392699
139,65.6317,-7.558,-0.392699,65.6317,-7.558,-0.392699
139.5,65.8626,-7.65367,-0.392699,65.8626,-7.65367,-0.392699
140,66.0936,-7.74934,-0.392699,66.0936,-7.74934,-0.392699
140.5,66.3246,-7.84501,-0.392699,66.3246,-7.84501,-0.392699
141,66.5555,-7.94068,-0.392699,66.5555,-7.94068,-0.392699
141.5,66.7865,-8.03635,-0.392699,66.7865,-8.03635,-0.392699
142,67.0175,-8.13202,-0.392699,67.0175,-8.13202,-0.392699
142.5,67.2485,-8.22769,-0.392699,67.2485,-8.22769,-0.392699
143,67.4794,-8.32336,-0.392699,67.4794,-8.32336,-0.392699
143.5,67.7104,-8.41904,-0.392699,67.7104,-8.41904,-0.392699
144,67.9414,-8.51471,-0.392699,67.9414,-8.51471,-0.392699
144.5,68.1723,-8.61038,-0.392699,68.1723,-8.61038,-0.392699
145,68.4033,-8.70605,-0.392699,68.4033,-8.70605,-0.392699
145.5,68.6343,-8.80172,-0.392699,68.6343,-8.80172,-0.392699
146,68.8652,-8.89739,-0.392699,68.8652,-8.89739,-0.392699
146.5,69.0962,-8.99306,-0.392699,69.0962,-8.99306,-0.392699
147,69.3272,-9.08873,-0.392699,69.3272,-9.08873,-0.392699
147.5,69.5582,-9.1844,-0.392699,69.5582,-9.1844,-0.392699
148,69.7891,-9.28007,-0.392699,69.7891,-9.28007,-0.392699
148.5,70.0201,-9.37574,-0.392699,70.0201,-9.37574,-0.392699
149,70.2511,-9.47141,-0.392699,70.2511,-9.47141,-0.392699
149.5,70.482,-9.56709,-0.392699,70.482,-9.56709,-0.392699
